=== Effect Code Log Started 2026-01-26T07:58:32.772Z ===
[2026-01-26T07:58:32.774Z] [CLI] Starting CLI process
[2026-01-26T07:58:32.807Z] [CLI] Starting distilled CLI | {"config":{"_id":"Option","_tag":"Some","value":"../distilled-cloudflare/distilled.config.ts"},"model":"claude-sonnet"}
[2026-01-26T07:58:33.992Z] [collectAgents] Agent zero-trust/getTunnelCloudflaredToken/Reviewer has 5 flat references
[2026-01-26T07:58:33.992Z] [collectAgents] Agent zero-trust/createNetworkVirtualNetwork has 23 flat references
[2026-01-26T07:58:33.992Z] [collectAgents] Agent zero-trust/createNetworkVirtualNetwork/Designer has 9 flat references
[2026-01-26T07:58:33.992Z] [collectAgents] Agent zero-trust/createNetworkVirtualNetwork/Developer has 17 flat references
[2026-01-26T07:58:33.992Z] [collectAgents] Agent zero-trust/createNetworkVirtualNetwork/Reviewer has 5 flat references
[2026-01-26T07:58:33.992Z] [collectAgents] Agent zero-trust/deleteNetworkVirtualNetwork has 23 flat references
[2026-01-26T07:58:33.992Z] [collectAgents] Agent zero-trust/deleteNetworkVirtualNetwork/Designer has 10 flat references
[2026-01-26T07:58:33.992Z] [collectAgents] Agent zero-trust/deleteNetworkVirtualNetwork/Developer has 17 flat references
[2026-01-26T07:58:33.992Z] [collectAgents] Agent zero-trust/deleteNetworkVirtualNetwork/Reviewer has 5 flat references
[2026-01-26T07:58:33.992Z] [collectAgents] Agent zero-trust/patchNetworkVirtualNetwork has 23 flat references
[2026-01-26T07:58:33.992Z] [collectAgents] Agent zero-trust/patchNetworkVirtualNetwork/Designer has 10 flat references
[2026-01-26T07:58:33.992Z] [collectAgents] Agent zero-trust/patchNetworkVirtualNetwork/Developer has 17 flat references
[2026-01-26T07:58:33.992Z] [collectAgents] Agent zero-trust/patchNetworkVirtualNetwork/Reviewer has 5 flat references
[2026-01-26T07:58:33.992Z] [collectAgents] Agent zero-trust/getNetworkVirtualNetwork has 23 flat references
[2026-01-26T07:58:33.992Z] [collectAgents] Agent zero-trust/getNetworkVirtualNetwork/Designer has 10 flat references
[2026-01-26T07:58:33.992Z] [collectAgents] Agent zero-trust/getNetworkVirtualNetwork/Developer has 17 flat references
[2026-01-26T07:58:33.992Z] [collectAgents] Agent zero-trust/getNetworkVirtualNetwork/Reviewer has 5 flat references
[2026-01-26T07:58:33.992Z] [collectAgents] Agent zero-trust/createNetworkRoute has 23 flat references
[2026-01-26T07:58:33.992Z] [collectAgents] Agent zero-trust/createNetworkRoute/Designer has 9 flat references
[2026-01-26T07:58:33.992Z] [collectAgents] Agent zero-trust/createNetworkRoute/Developer has 17 flat references
[2026-01-26T07:58:33.993Z] [collectAgents] Agent zero-trust/createNetworkRoute/Reviewer has 5 flat references
[2026-01-26T07:58:33.993Z] [collectAgents] Agent zero-trust/deleteNetworkRoute has 23 flat references
[2026-01-26T07:58:33.993Z] [collectAgents] Agent zero-trust/deleteNetworkRoute/Designer has 10 flat references
[2026-01-26T07:58:33.993Z] [collectAgents] Agent zero-trust/deleteNetworkRoute/Developer has 17 flat references
[2026-01-26T07:58:33.993Z] [collectAgents] Agent zero-trust/deleteNetworkRoute/Reviewer has 5 flat references
[2026-01-26T07:58:33.993Z] [collectAgents] Agent zero-trust/patchNetworkRoute has 23 flat references
[2026-01-26T07:58:33.993Z] [collectAgents] Agent zero-trust/patchNetworkRoute/Designer has 10 flat references
[2026-01-26T07:58:33.993Z] [collectAgents] Agent zero-trust/patchNetworkRoute/Developer has 17 flat references
[2026-01-26T07:58:33.993Z] [collectAgents] Agent zero-trust/patchNetworkRoute/Reviewer has 5 flat references
[2026-01-26T07:58:33.993Z] [collectAgents] Agent zero-trust/getNetworkRoute has 23 flat references
[2026-01-26T07:58:33.993Z] [collectAgents] Agent zero-trust/getNetworkRoute/Designer has 10 flat references
[2026-01-26T07:58:33.993Z] [collectAgents] Agent zero-trust/getNetworkRoute/Developer has 17 flat references
[2026-01-26T07:58:33.993Z] [collectAgents] Agent zero-trust/getNetworkRoute/Reviewer has 5 flat references
[2026-01-26T07:58:33.993Z] [collectAgents] Agent zero-trust/getNetworkRouteIp has 23 flat references
[2026-01-26T07:58:33.993Z] [collectAgents] Agent zero-trust/getNetworkRouteIp/Designer has 12 flat references
[2026-01-26T07:58:33.993Z] [collectAgents] Agent zero-trust/getNetworkRouteIp/Developer has 17 flat references
[2026-01-26T07:58:33.993Z] [collectAgents] Agent zero-trust/getNetworkRouteIp/Reviewer has 5 flat references
[2026-01-26T07:58:33.993Z] [collectAgents] Agent zero-trust/createNetworkRouteNetwork has 23 flat references
[2026-01-26T07:58:33.993Z] [collectAgents] Agent zero-trust/createNetworkRouteNetwork/Designer has 10 flat references
[2026-01-26T07:58:33.993Z] [collectAgents] Agent zero-trust/createNetworkRouteNetwork/Developer has 17 flat references
[2026-01-26T07:58:33.993Z] [collectAgents] Agent zero-trust/createNetworkRouteNetwork/Reviewer has 5 flat references
[2026-01-26T07:58:33.993Z] [collectAgents] Agent zero-trust/deleteNetworkRouteNetwork has 23 flat references
[2026-01-26T07:58:33.993Z] [collectAgents] Agent zero-trust/deleteNetworkRouteNetwork/Designer has 13 flat references
[2026-01-26T07:58:33.993Z] [collectAgents] Agent zero-trust/deleteNetworkRouteNetwork/Developer has 17 flat references
[2026-01-26T07:58:33.993Z] [collectAgents] Agent zero-trust/deleteNetworkRouteNetwork/Reviewer has 5 flat references
[2026-01-26T07:58:33.993Z] [collectAgents] Agent zero-trust/patchNetworkRouteNetwork has 23 flat references
[2026-01-26T07:58:33.993Z] [collectAgents] Agent zero-trust/patchNetworkRouteNetwork/Designer has 10 flat references
[2026-01-26T07:58:33.993Z] [collectAgents] Agent zero-trust/patchNetworkRouteNetwork/Developer has 17 flat references
[2026-01-26T07:58:33.993Z] [collectAgents] Agent zero-trust/patchNetworkRouteNetwork/Reviewer has 5 flat references
[2026-01-26T07:58:33.993Z] [collectAgents] Agent zero-trust/createNetworkHostnameRoute has 23 flat references
[2026-01-26T07:58:33.993Z] [collectAgents] Agent zero-trust/createNetworkHostnameRoute/Designer has 9 flat references
[2026-01-26T07:58:33.993Z] [collectAgents] Agent zero-trust/createNetworkHostnameRoute/Developer has 17 flat references
[2026-01-26T07:58:33.993Z] [collectAgents] Agent zero-trust/createNetworkHostnameRoute/Reviewer has 5 flat references
[2026-01-26T07:58:33.993Z] [collectAgents] Agent zero-trust/deleteNetworkHostnameRoute has 23 flat references
[2026-01-26T07:58:33.993Z] [collectAgents] Agent zero-trust/deleteNetworkHostnameRoute/Designer has 10 flat references
[2026-01-26T07:58:33.993Z] [collectAgents] Agent zero-trust/deleteNetworkHostnameRoute/Developer has 17 flat references
[2026-01-26T07:58:33.993Z] [collectAgents] Agent zero-trust/deleteNetworkHostnameRoute/Reviewer has 5 flat references
[2026-01-26T07:58:33.993Z] [collectAgents] Agent zero-trust/patchNetworkHostnameRoute has 23 flat references
[2026-01-26T07:58:33.993Z] [collectAgents] Agent zero-trust/patchNetworkHostnameRoute/Designer has 10 flat references
[2026-01-26T07:58:33.993Z] [collectAgents] Agent zero-trust/patchNetworkHostnameRoute/Developer has 17 flat references
[2026-01-26T07:58:33.993Z] [collectAgents] Agent zero-trust/patchNetworkHostnameRoute/Reviewer has 5 flat references
[2026-01-26T07:58:33.993Z] [collectAgents] Agent zero-trust/getNetworkHostnameRoute has 23 flat references
[2026-01-26T07:58:33.993Z] [collectAgents] Agent zero-trust/getNetworkHostnameRoute/Designer has 10 flat references
[2026-01-26T07:58:33.993Z] [collectAgents] Agent zero-trust/getNetworkHostnameRoute/Developer has 17 flat references
[2026-01-26T07:58:33.993Z] [collectAgents] Agent zero-trust/getNetworkHostnameRoute/Reviewer has 5 flat references
[2026-01-26T07:58:33.993Z] [collectAgents] Agent zero-trust/patchNetworkSubnetCloudflareSource has 23 flat references
[2026-01-26T07:58:33.993Z] [collectAgents] Agent zero-trust/patchNetworkSubnetCloudflareSource/Designer has 10 flat references
[2026-01-26T07:58:33.993Z] [collectAgents] Agent zero-trust/patchNetworkSubnetCloudflareSource/Developer has 17 flat references
[2026-01-26T07:58:33.993Z] [collectAgents] Agent zero-trust/patchNetworkSubnetCloudflareSource/Reviewer has 5 flat references
[2026-01-26T07:58:33.993Z] [collectAgents] Agent zero-trust/putDlpPayloadLog has 23 flat references
[2026-01-26T07:58:33.993Z] [collectAgents] Agent zero-trust/putDlpPayloadLog/Designer has 9 flat references
[2026-01-26T07:58:33.993Z] [collectAgents] Agent zero-trust/putDlpPayloadLog/Developer has 17 flat references
[2026-01-26T07:58:33.993Z] [collectAgents] Agent zero-trust/putDlpPayloadLog/Reviewer has 5 flat references
[2026-01-26T07:58:33.993Z] [collectAgents] Agent zero-trust/getDlpPayloadLog has 23 flat references
[2026-01-26T07:58:33.993Z] [collectAgents] Agent zero-trust/getDlpPayloadLog/Designer has 9 flat references
[2026-01-26T07:58:33.993Z] [collectAgents] Agent zero-trust/getDlpPayloadLog/Developer has 17 flat references
[2026-01-26T07:58:33.994Z] [collectAgents] Agent zero-trust/getDlpPayloadLog/Reviewer has 5 flat references
[2026-01-26T07:58:33.994Z] [collectAgents] Agent zero-trust/createDlpEntry has 23 flat references
[2026-01-26T07:58:33.994Z] [collectAgents] Agent zero-trust/createDlpEntry/Designer has 9 flat references
[2026-01-26T07:58:33.994Z] [collectAgents] Agent zero-trust/createDlpEntry/Developer has 17 flat references
[2026-01-26T07:58:33.994Z] [collectAgents] Agent zero-trust/createDlpEntry/Reviewer has 5 flat references
[2026-01-26T07:58:33.994Z] [collectAgents] Agent zero-trust/updateDlpEntry has 23 flat references
[2026-01-26T07:58:33.994Z] [collectAgents] Agent zero-trust/updateDlpEntry/Designer has 9 flat references
[2026-01-26T07:58:33.994Z] [collectAgents] Agent zero-trust/updateDlpEntry/Developer has 17 flat references
[2026-01-26T07:58:33.994Z] [collectAgents] Agent zero-trust/updateDlpEntry/Reviewer has 5 flat references
[2026-01-26T07:58:33.994Z] [collectAgents] Agent zero-trust/deleteDlpEntry has 23 flat references
[2026-01-26T07:58:33.994Z] [collectAgents] Agent zero-trust/deleteDlpEntry/Designer has 10 flat references
[2026-01-26T07:58:33.994Z] [collectAgents] Agent zero-trust/deleteDlpEntry/Developer has 17 flat references
[2026-01-26T07:58:33.994Z] [collectAgents] Agent zero-trust/deleteDlpEntry/Reviewer has 5 flat references
[2026-01-26T07:58:33.994Z] [collectAgents] Agent zero-trust/getDlpEntry has 23 flat references
[2026-01-26T07:58:33.994Z] [collectAgents] Agent zero-trust/getDlpEntry/Designer has 10 flat references
[2026-01-26T07:58:33.994Z] [collectAgents] Agent zero-trust/getDlpEntry/Developer has 17 flat references
[2026-01-26T07:58:33.994Z] [collectAgents] Agent zero-trust/getDlpEntry/Reviewer has 5 flat references
[2026-01-26T07:58:33.994Z] [collectAgents] Agent zero-trust/createDlpEntryIntegration has 23 flat references
[2026-01-26T07:58:33.994Z] [collectAgents] Agent zero-trust/createDlpEntryIntegration/Designer has 9 flat references
[2026-01-26T07:58:33.994Z] [collectAgents] Agent zero-trust/createDlpEntryIntegration/Developer has 17 flat references
[2026-01-26T07:58:33.994Z] [collectAgents] Agent zero-trust/createDlpEntryIntegration/Reviewer has 5 flat references
[2026-01-26T07:58:33.994Z] [collectAgents] Agent zero-trust/updateDlpEntryIntegration has 23 flat references
[2026-01-26T07:58:33.994Z] [collectAgents] Agent zero-trust/updateDlpEntryIntegration/Designer has 10 flat references
[2026-01-26T07:58:33.994Z] [collectAgents] Agent zero-trust/updateDlpEntryIntegration/Developer has 17 flat references
[2026-01-26T07:58:33.994Z] [collectAgents] Agent zero-trust/updateDlpEntryIntegration/Reviewer has 5 flat references
[2026-01-26T07:58:33.994Z] [collectAgents] Agent zero-trust/deleteDlpEntryIntegration has 23 flat references
[2026-01-26T07:58:33.994Z] [collectAgents] Agent zero-trust/deleteDlpEntryIntegration/Designer has 10 flat references
[2026-01-26T07:58:33.994Z] [collectAgents] Agent zero-trust/deleteDlpEntryIntegration/Developer has 17 flat references
[2026-01-26T07:58:33.994Z] [collectAgents] Agent zero-trust/deleteDlpEntryIntegration/Reviewer has 5 flat references
[2026-01-26T07:58:33.994Z] [collectAgents] Agent zero-trust/getDlpEntryIntegration has 23 flat references
[2026-01-26T07:58:33.994Z] [collectAgents] Agent zero-trust/getDlpEntryIntegration/Designer has 10 flat references
[2026-01-26T07:58:33.994Z] [collectAgents] Agent zero-trust/getDlpEntryIntegration/Developer has 17 flat references
[2026-01-26T07:58:33.994Z] [collectAgents] Agent zero-trust/getDlpEntryIntegration/Reviewer has 5 flat references
[2026-01-26T07:58:33.994Z] [collectAgents] Agent zero-trust/createDlpEntryPredefined has 23 flat references
[2026-01-26T07:58:33.994Z] [collectAgents] Agent zero-trust/createDlpEntryPredefined/Designer has 9 flat references
[2026-01-26T07:58:33.994Z] [collectAgents] Agent zero-trust/createDlpEntryPredefined/Developer has 17 flat references
[2026-01-26T07:58:33.994Z] [collectAgents] Agent zero-trust/createDlpEntryPredefined/Reviewer has 5 flat references
[2026-01-26T07:58:33.994Z] [collectAgents] Agent zero-trust/updateDlpEntryPredefined has 23 flat references
[2026-01-26T07:58:33.994Z] [collectAgents] Agent zero-trust/updateDlpEntryPredefined/Designer has 10 flat references
[2026-01-26T07:58:33.994Z] [collectAgents] Agent zero-trust/updateDlpEntryPredefined/Developer has 17 flat references
[2026-01-26T07:58:33.994Z] [collectAgents] Agent zero-trust/updateDlpEntryPredefined/Reviewer has 5 flat references
[2026-01-26T07:58:33.994Z] [collectAgents] Agent zero-trust/deleteDlpEntryPredefined has 23 flat references
[2026-01-26T07:58:33.994Z] [collectAgents] Agent zero-trust/deleteDlpEntryPredefined/Designer has 10 flat references
[2026-01-26T07:58:33.994Z] [collectAgents] Agent zero-trust/deleteDlpEntryPredefined/Developer has 17 flat references
[2026-01-26T07:58:33.994Z] [collectAgents] Agent zero-trust/deleteDlpEntryPredefined/Reviewer has 5 flat references
[2026-01-26T07:58:33.994Z] [collectAgents] Agent zero-trust/getDlpEntryPredefined has 23 flat references
[2026-01-26T07:58:33.994Z] [collectAgents] Agent zero-trust/getDlpEntryPredefined/Designer has 10 flat references
[2026-01-26T07:58:33.994Z] [collectAgents] Agent zero-trust/getDlpEntryPredefined/Developer has 17 flat references
[2026-01-26T07:58:33.994Z] [collectAgents] Agent zero-trust/getDlpEntryPredefined/Reviewer has 5 flat references
[2026-01-26T07:58:33.994Z] [collectAgents] Agent zero-trust/createDlpEntryCustom has 23 flat references
[2026-01-26T07:58:33.994Z] [collectAgents] Agent zero-trust/createDlpEntryCustom/Designer has 9 flat references
[2026-01-26T07:58:33.994Z] [collectAgents] Agent zero-trust/createDlpEntryCustom/Developer has 17 flat references
[2026-01-26T07:58:33.994Z] [collectAgents] Agent zero-trust/createDlpEntryCustom/Reviewer has 5 flat references
[2026-01-26T07:58:33.994Z] [collectAgents] Agent zero-trust/updateDlpEntryCustom has 23 flat references
[2026-01-26T07:58:33.994Z] [collectAgents] Agent zero-trust/updateDlpEntryCustom/Designer has 10 flat references
[2026-01-26T07:58:33.994Z] [collectAgents] Agent zero-trust/updateDlpEntryCustom/Developer has 17 flat references
[2026-01-26T07:58:33.994Z] [collectAgents] Agent zero-trust/updateDlpEntryCustom/Reviewer has 5 flat references
[2026-01-26T07:58:33.994Z] [collectAgents] Agent zero-trust/deleteDlpEntryCustom has 23 flat references
[2026-01-26T07:58:33.994Z] [collectAgents] Agent zero-trust/deleteDlpEntryCustom/Designer has 10 flat references
[2026-01-26T07:58:33.995Z] [collectAgents] Agent zero-trust/deleteDlpEntryCustom/Developer has 17 flat references
[2026-01-26T07:58:33.995Z] [collectAgents] Agent zero-trust/deleteDlpEntryCustom/Reviewer has 5 flat references
[2026-01-26T07:58:33.995Z] [collectAgents] Agent zero-trust/getDlpEntryCustom has 23 flat references
[2026-01-26T07:58:33.995Z] [collectAgents] Agent zero-trust/getDlpEntryCustom/Designer has 10 flat references
[2026-01-26T07:58:33.995Z] [collectAgents] Agent zero-trust/getDlpEntryCustom/Developer has 17 flat references
[2026-01-26T07:58:33.995Z] [collectAgents] Agent zero-trust/getDlpEntryCustom/Reviewer has 5 flat references
[2026-01-26T07:58:33.995Z] [collectAgents] Agent zero-trust/createDlpDatasetVersionEntry has 23 flat references
[2026-01-26T07:58:33.995Z] [collectAgents] Agent zero-trust/createDlpDatasetVersionEntry/Designer has 12 flat references
[2026-01-26T07:58:33.995Z] [collectAgents] Agent zero-trust/createDlpDatasetVersionEntry/Developer has 17 flat references
[2026-01-26T07:58:33.995Z] [collectAgents] Agent zero-trust/createDlpDatasetVersionEntry/Reviewer has 5 flat references
[2026-01-26T07:58:33.995Z] [collectAgents] Agent zero-trust/createDlpDataset has 23 flat references
[2026-01-26T07:58:33.995Z] [collectAgents] Agent zero-trust/createDlpDataset/Designer has 9 flat references
[2026-01-26T07:58:33.995Z] [collectAgents] Agent zero-trust/createDlpDataset/Developer has 17 flat references
[2026-01-26T07:58:33.995Z] [collectAgents] Agent zero-trust/createDlpDataset/Reviewer has 5 flat references
[2026-01-26T07:58:33.995Z] [collectAgents] Agent zero-trust/updateDlpDataset has 23 flat references
[2026-01-26T07:58:33.995Z] [collectAgents] Agent zero-trust/updateDlpDataset/Designer has 10 flat references
[2026-01-26T07:58:33.995Z] [collectAgents] Agent zero-trust/updateDlpDataset/Developer has 17 flat references
[2026-01-26T07:58:33.995Z] [collectAgents] Agent zero-trust/updateDlpDataset/Reviewer has 5 flat references
[2026-01-26T07:58:33.995Z] [collectAgents] Agent zero-trust/deleteDlpDataset has 23 flat references
[2026-01-26T07:58:33.995Z] [collectAgents] Agent zero-trust/deleteDlpDataset/Designer has 10 flat references
[2026-01-26T07:58:33.995Z] [collectAgents] Agent zero-trust/deleteDlpDataset/Developer has 17 flat references
[2026-01-26T07:58:33.995Z] [collectAgents] Agent zero-trust/deleteDlpDataset/Reviewer has 5 flat references
[2026-01-26T07:58:33.995Z] [collectAgents] Agent zero-trust/getDlpDataset has 23 flat references
[2026-01-26T07:58:33.995Z] [collectAgents] Agent zero-trust/getDlpDataset/Designer has 10 flat references
[2026-01-26T07:58:33.995Z] [collectAgents] Agent zero-trust/getDlpDataset/Developer has 17 flat references
[2026-01-26T07:58:33.995Z] [collectAgents] Agent zero-trust/getDlpDataset/Reviewer has 5 flat references
[2026-01-26T07:58:33.995Z] [collectAgents] Agent zero-trust/createDlpDatasetUpload has 23 flat references
[2026-01-26T07:58:33.995Z] [collectAgents] Agent zero-trust/createDlpDatasetUpload/Designer has 10 flat references
[2026-01-26T07:58:33.995Z] [collectAgents] Agent zero-trust/createDlpDatasetUpload/Developer has 17 flat references
[2026-01-26T07:58:33.995Z] [collectAgents] Agent zero-trust/createDlpDatasetUpload/Reviewer has 5 flat references
[2026-01-26T07:58:33.995Z] [collectAgents] Agent zero-trust/editDlpDatasetUpload has 23 flat references
[2026-01-26T07:58:33.995Z] [collectAgents] Agent zero-trust/editDlpDatasetUpload/Designer has 11 flat references
[2026-01-26T07:58:33.995Z] [collectAgents] Agent zero-trust/editDlpDatasetUpload/Developer has 17 flat references
[2026-01-26T07:58:33.995Z] [collectAgents] Agent zero-trust/editDlpDatasetUpload/Reviewer has 5 flat references
[2026-01-26T07:58:33.995Z] [collectAgents] Agent zero-trust/listDlpLimits has 23 flat references
[2026-01-26T07:58:33.995Z] [collectAgents] Agent zero-trust/listDlpLimits/Designer has 9 flat references
[2026-01-26T07:58:33.995Z] [collectAgents] Agent zero-trust/listDlpLimits/Developer has 17 flat references
[2026-01-26T07:58:33.995Z] [collectAgents] Agent zero-trust/listDlpLimits/Reviewer has 5 flat references
[2026-01-26T07:58:33.995Z] [collectAgents] Agent zero-trust/getDlpProfile has 23 flat references
[2026-01-26T07:58:33.995Z] [collectAgents] Agent zero-trust/getDlpProfile/Designer has 10 flat references
[2026-01-26T07:58:33.995Z] [collectAgents] Agent zero-trust/getDlpProfile/Developer has 17 flat references
[2026-01-26T07:58:33.995Z] [collectAgents] Agent zero-trust/getDlpProfile/Reviewer has 5 flat references
[2026-01-26T07:58:33.995Z] [collectAgents] Agent zero-trust/putDlpProfilePredefined has 23 flat references
[2026-01-26T07:58:33.995Z] [collectAgents] Agent zero-trust/putDlpProfilePredefined/Designer has 10 flat references
[2026-01-26T07:58:33.995Z] [collectAgents] Agent zero-trust/putDlpProfilePredefined/Developer has 17 flat references
[2026-01-26T07:58:33.995Z] [collectAgents] Agent zero-trust/putDlpProfilePredefined/Reviewer has 5 flat references
[2026-01-26T07:58:33.995Z] [collectAgents] Agent zero-trust/deleteDlpProfilePredefined has 23 flat references
[2026-01-26T07:58:33.995Z] [collectAgents] Agent zero-trust/deleteDlpProfilePredefined/Designer has 10 flat references
[2026-01-26T07:58:33.995Z] [collectAgents] Agent zero-trust/deleteDlpProfilePredefined/Developer has 17 flat references
[2026-01-26T07:58:33.995Z] [collectAgents] Agent zero-trust/deleteDlpProfilePredefined/Reviewer has 5 flat references
[2026-01-26T07:58:33.995Z] [collectAgents] Agent zero-trust/getDlpProfilePredefined has 23 flat references
[2026-01-26T07:58:33.995Z] [collectAgents] Agent zero-trust/getDlpProfilePredefined/Designer has 10 flat references
[2026-01-26T07:58:33.995Z] [collectAgents] Agent zero-trust/getDlpProfilePredefined/Developer has 17 flat references
[2026-01-26T07:58:33.995Z] [collectAgents] Agent zero-trust/getDlpProfilePredefined/Reviewer has 5 flat references
[2026-01-26T07:58:33.995Z] [collectAgents] Agent zero-trust/createDlpProfileCustom has 23 flat references
[2026-01-26T07:58:33.995Z] [collectAgents] Agent zero-trust/createDlpProfileCustom/Designer has 9 flat references
[2026-01-26T07:58:33.995Z] [collectAgents] Agent zero-trust/createDlpProfileCustom/Developer has 17 flat references
[2026-01-26T07:58:33.995Z] [collectAgents] Agent zero-trust/createDlpProfileCustom/Reviewer has 5 flat references
[2026-01-26T07:58:33.995Z] [collectAgents] Agent zero-trust/updateDlpProfileCustom has 23 flat references
[2026-01-26T07:58:33.995Z] [collectAgents] Agent zero-trust/updateDlpProfileCustom/Designer has 10 flat references
[2026-01-26T07:58:33.995Z] [collectAgents] Agent zero-trust/updateDlpProfileCustom/Developer has 17 flat references
[2026-01-26T07:58:33.996Z] [collectAgents] Agent zero-trust/updateDlpProfileCustom/Reviewer has 5 flat references
[2026-01-26T07:58:33.996Z] [collectAgents] Agent zero-trust/deleteDlpProfileCustom has 23 flat references
[2026-01-26T07:58:33.996Z] [collectAgents] Agent zero-trust/deleteDlpProfileCustom/Designer has 10 flat references
[2026-01-26T07:58:33.996Z] [collectAgents] Agent zero-trust/deleteDlpProfileCustom/Developer has 17 flat references
[2026-01-26T07:58:33.996Z] [collectAgents] Agent zero-trust/deleteDlpProfileCustom/Reviewer has 5 flat references
[2026-01-26T07:58:33.996Z] [collectAgents] Agent zero-trust/getDlpProfileCustom has 23 flat references
[2026-01-26T07:58:33.996Z] [collectAgents] Agent zero-trust/getDlpProfileCustom/Designer has 10 flat references
[2026-01-26T07:58:33.996Z] [collectAgents] Agent zero-trust/getDlpProfileCustom/Developer has 17 flat references
[2026-01-26T07:58:33.996Z] [collectAgents] Agent zero-trust/getDlpProfileCustom/Reviewer has 5 flat references
[2026-01-26T07:58:33.996Z] [collectAgents] Agent zero-trust/validateDlpPattern has 23 flat references
[2026-01-26T07:58:33.996Z] [collectAgents] Agent zero-trust/validateDlpPattern/Designer has 9 flat references
[2026-01-26T07:58:33.996Z] [collectAgents] Agent zero-trust/validateDlpPattern/Developer has 17 flat references
[2026-01-26T07:58:33.996Z] [collectAgents] Agent zero-trust/validateDlpPattern/Reviewer has 5 flat references
[2026-01-26T07:58:33.996Z] [collectAgents] Agent zero-trust/createDlpEmailAccountMapping has 23 flat references
[2026-01-26T07:58:33.996Z] [collectAgents] Agent zero-trust/createDlpEmailAccountMapping/Designer has 9 flat references
[2026-01-26T07:58:33.996Z] [collectAgents] Agent zero-trust/createDlpEmailAccountMapping/Developer has 17 flat references
[2026-01-26T07:58:33.996Z] [collectAgents] Agent zero-trust/createDlpEmailAccountMapping/Reviewer has 5 flat references
[2026-01-26T07:58:33.996Z] [collectAgents] Agent zero-trust/getDlpEmailAccountMapping has 23 flat references
[2026-01-26T07:58:33.996Z] [collectAgents] Agent zero-trust/getDlpEmailAccountMapping/Designer has 9 flat references
[2026-01-26T07:58:33.996Z] [collectAgents] Agent zero-trust/getDlpEmailAccountMapping/Developer has 17 flat references
[2026-01-26T07:58:33.996Z] [collectAgents] Agent zero-trust/getDlpEmailAccountMapping/Reviewer has 5 flat references
[2026-01-26T07:58:33.996Z] [collectAgents] Agent zero-trust/createDlpEmailRule has 23 flat references
[2026-01-26T07:58:33.996Z] [collectAgents] Agent zero-trust/createDlpEmailRule/Designer has 9 flat references
[2026-01-26T07:58:33.996Z] [collectAgents] Agent zero-trust/createDlpEmailRule/Developer has 17 flat references
[2026-01-26T07:58:33.996Z] [collectAgents] Agent zero-trust/createDlpEmailRule/Reviewer has 5 flat references
[2026-01-26T07:58:33.996Z] [collectAgents] Agent zero-trust/updateDlpEmailRule has 23 flat references
[2026-01-26T07:58:33.996Z] [collectAgents] Agent zero-trust/updateDlpEmailRule/Designer has 10 flat references
[2026-01-26T07:58:33.996Z] [collectAgents] Agent zero-trust/updateDlpEmailRule/Developer has 17 flat references
[2026-01-26T07:58:33.996Z] [collectAgents] Agent zero-trust/updateDlpEmailRule/Reviewer has 5 flat references
[2026-01-26T07:58:33.996Z] [collectAgents] Agent zero-trust/deleteDlpEmailRule has 23 flat references
[2026-01-26T07:58:33.996Z] [collectAgents] Agent zero-trust/deleteDlpEmailRule/Designer has 10 flat references
[2026-01-26T07:58:33.996Z] [collectAgents] Agent zero-trust/deleteDlpEmailRule/Developer has 17 flat references
[2026-01-26T07:58:33.996Z] [collectAgents] Agent zero-trust/deleteDlpEmailRule/Reviewer has 5 flat references
[2026-01-26T07:58:33.996Z] [collectAgents] Agent zero-trust/bulkPatchDlpEmailRules has 23 flat references
[2026-01-26T07:58:33.996Z] [collectAgents] Agent zero-trust/bulkPatchDlpEmailRules/Designer has 9 flat references
[2026-01-26T07:58:33.996Z] [collectAgents] Agent zero-trust/bulkPatchDlpEmailRules/Developer has 17 flat references
[2026-01-26T07:58:33.996Z] [collectAgents] Agent zero-trust/bulkPatchDlpEmailRules/Reviewer has 5 flat references
[2026-01-26T07:58:33.996Z] [collectAgents] Agent zero-trust/getDlpEmailRule has 23 flat references
[2026-01-26T07:58:33.996Z] [collectAgents] Agent zero-trust/getDlpEmailRule/Designer has 10 flat references
[2026-01-26T07:58:33.996Z] [collectAgents] Agent zero-trust/getDlpEmailRule/Developer has 17 flat references
[2026-01-26T07:58:33.996Z] [collectAgents] Agent zero-trust/getDlpEmailRule/Reviewer has 5 flat references
[2026-01-26T07:58:33.996Z] [collectAgents] Agent zero-trust/getDexTracerouteTest has 23 flat references
[2026-01-26T07:58:33.996Z] [collectAgents] Agent zero-trust/getDexTracerouteTest/Designer has 15 flat references
[2026-01-26T07:58:33.996Z] [collectAgents] Agent zero-trust/getDexTracerouteTest/Developer has 17 flat references
[2026-01-26T07:58:33.996Z] [collectAgents] Agent zero-trust/getDexTracerouteTest/Reviewer has 5 flat references
[2026-01-26T07:58:33.996Z] [collectAgents] Agent zero-trust/networkPathDexTracerouteTest has 23 flat references
[2026-01-26T07:58:33.996Z] [collectAgents] Agent zero-trust/networkPathDexTracerouteTest/Designer has 14 flat references
[2026-01-26T07:58:33.996Z] [collectAgents] Agent zero-trust/networkPathDexTracerouteTest/Developer has 17 flat references
[2026-01-26T07:58:33.997Z] [collectAgents] Agent zero-trust/networkPathDexTracerouteTest/Reviewer has 5 flat references
